image,caption
4752961136.jpg,a teacher getting his students ready for a swim lesson .
4329269128.jpg,an asian woman is braiding the hair of another asian woman who is wearing glasses .
537222436.jpg,"a woman with a short , white skirt , black boots and a red bag walks away ."
4855463348.jpg,a red bearded man purchases a bag of fruit at a fruit stand .
6295775965.jpg,a man is stage diving onto a crowd of fans .
242272464.jpg,"a man holds a bagpipes up to his lips while wearing a white shirt , black and white striped tie , and a kilt with some kind of ornament over his crotch ."
2705923038.jpg,a young girl in a pink shirt and purple skirt plays on a jungle gym .
4745414475.jpg,a flower girl is posing in a doorway .
4942012087.jpg,"a building is covered in graffiti , including a large picture of mickey mouse ."
3677964239.jpg,two women and a little girl are eating ice cream .
3970654971.jpg,rock band playing music in the club .
2881561370.jpg,a man haves fun with a lady friend by sticking out his tongue .
406642021.jpg,a man in a red shirt climbing a rock with his bare hands .
443885436.jpg,a white dog jumps in the snow .
3866290511.jpg,a group of people are holding a long cloth extending into the ocean .
5728602543.jpg,two girls are looking at a display of barbies in a store .
2617242703.jpg,older man in full denim welds metal on workbench .
4717966711.jpg,a woman bites into a chicken skewer .
262681159.jpg,a girl plays with her necklace at night .
112459543.jpg,some children are playing football with a seacoast in the background .
2053683299.jpg,three teens are standing next to each other in a classroom with a blackboard behind them .
1525153022.jpg,a black dog is running through the shallow edge of a large body of water .
7936399880.jpg,a band is playing in a concert .
4206720401.jpg,a man in a hat stands and smiles .
3359865417.jpg,three dancers wearing red sashes perform on a darkened stage .
2686141763.jpg,"four people , three girls , one boy , are in a boat ."
3195040792.jpg,three dogs running in the snow .
2723785828.jpg,two small boys with painted faces are sitting next to each other .
3335035034.jpg,two men playing guitar in a band .
3112573472.jpg,a woman with braided hair is laughing with a man in a red shirt .
3471746122.jpg,men taking a break from working on a piece of yellow industrial equipment .
6258860982.jpg,a man in an orange shirt and headphones working with equipment in front of a brick building .
7151177989.jpg,"a man is running , in a yellow runners shirt and matching running shorts , along the waterside with a big city in the background on a beautiful day ."
7432698546.jpg,two archaeologists are examining something in their dig site .
7649202360.jpg,man crouching on a skateboard on the highway .
2642772565.jpg,a woman wearing socks with no shoes is standing at the open back door of her car .
1325756278.jpg,a bike rider wearing a red shirt and black shorts is attended to by city workers .
1370293802.jpg,a skinny baker retrieving fresh bread from the oven .
61209225.jpg,sveral men participating in a civil war reenactment
512101751.jpg,white dog with a muzzle running in the grass .
207822513.jpg,a man in a white t-shirt and jean shorts is putting one foot up on a stand belonging to a purse and makeup vendor .
3411579899.jpg,cyclist riding down dirt path in the woods .
4748196819.jpg,a group of people sitting around on benches in a park
45756278.jpg,a man wearing a blue shirt is talking to two men wearing orange and yellow work vest .
85326165.jpg,a shirtless man is sitting on the ground holding fruit .
6847842974.jpg,lady with a white towel on her head selling at an open air marketplace .
3551834525.jpg,a couple is sitting down together next to a sewer entrance .
384080245.jpg,a man watching 4 computer screens in a closed office with a window in the background .
566397227.jpg,a young child runs through a large field of grass .
3856130327.jpg,a group of workers and nurses posing for a photo .
1690350208.jpg,a group of people standing around two men sitting wearing turbans .
4719061053.jpg,a fireman going under the red rope .
2341245764.jpg,a picture of an african man painting .
3463268965.jpg,a man in camo pants and a blue and white shirt running on a concrete surface with other men dressed the same running behind him .
4819038555.jpg,a group of people marching in a parade waving flags .
7558565322.jpg,"a four person band , one female and three males are performing on a stage ."
5123125004.jpg,a man in a hat and glasses looks through a telescope .
4051308506.jpg,passengers wait to board another train as a witness snaps photos .
4095229112.jpg,a black man and a white man standing in front of a green bush
3192267612.jpg,people gathering near a fountain while it snows .
4724156083.jpg,people celebrating a lakers win on a bright day .
6142026295.jpg,herds of bikers race by the spectators .
4441843357.jpg,adults playing soccer out of uniform .
304450431.jpg,a woman gives the thumbs up over the slope .
4641294847.jpg,"a person , wearing no shirt , is sitting in a white chair staring over a ledge ."
2251418114.jpg,a person in a red jacket on top of rocks .
2290330500.jpg,the girl is hitting the volleyball .
4804001379.jpg,a woman with facial piercings and red-hair .
4671423167.jpg,three men and a small crowd of other people watch a tennis game .
38130652.jpg,the person is in constructing work .
7924784000.jpg,"the athlete in lane 5 , records a dominate win at the 2012 paralympics ."
303544972.jpg,a woman sewing on her porch .
3330333217.jpg,two africans in red and blue shawls pose for a picture outside a barber shop .
132955537.jpg,a kid is performing karate in a gymnasium .
519228867.jpg,a little girl in a metal tub filled with water .
438106.jpg,"two girls in green shirts , and two in white shirts , are painting pictures ."
66452145.jpg,an individual is standing outside of a white building .
3539840291.jpg,a soccer player in red being tackled by a soccer player in green .
4764047623.jpg,a man and woman looking out over the water while a boat goes by .
4484418092.jpg,a woman wearing white shirt and sunglasses is walking on the street holding a brown paper bag .
3509682519.jpg,a man and woman are sitting on a bench with four blue balloons .
3554210976.jpg,a person in a blue tracksuit carrying a package is standing on a snowy mountain
134867998.jpg,an asian man wearing a black jacket is reading a newspaper in front of a store .
4486439055.jpg,a man in a blue shirt sitting in front of a building .
5915534813.jpg,black people talking in the marketplace .
12830823.jpg,children sit and watch the fish moving in the pond
3201995229.jpg,a boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket .
7185451077.jpg,a golfer is teeing off the green .
4677117650.jpg,a little girl talking on a phone .
3142761553.jpg,little girl in an orange shirt holding a paper bag .
1510447859.jpg,a man wearing a red shirt is playing the banjo
2535619827.jpg,two people wrapped in blankets in an alley .
24710703.jpg,all are dancing with full energy to the music sung by the singer .
4295139148.jpg,several adults congregating at a conference .
245307666.jpg,"a shirtless man with tattoos , glasses and a baseball hat , touching a spotlight that is on ."
3397220683.jpg,a golden retreiver standing outside in the snow with a person standing with skis and poles .
2847615962.jpg,the spotted dog rolls on its back .
2374382816.jpg,two children run up the street on the sidewalk near the building .
251586160.jpg,a man watches eagerly as his black dog leaps into the water .
2644326817.jpg,a dog with a red frisbee flying in the air .
602612183.jpg,"a group of indian women are in a factory making clothes , sitting in front of old fashioned sewing machines ."
5559644896.jpg,a group of young boys making silly faces .
4236452679.jpg,a female asian clerk working .
2244613488.jpg,four cyclists on a country trail are passing by an electricity pylon .
4652954218.jpg,a woman in a purple shirt is standing on a city street with her arms crossed .
2445234281.jpg,a woman wearing a tank top and black pants is laying on the ground while looking at a book .
6759038111.jpg,two female figure skaters are practicing turns .
62057380.jpg,two young women run down the sidewalk at night .
7724666074.jpg,a man with a number one on his dirt-bike rides around the track .
